Year,Month,Fieldwork,,Published,,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,,UKIP,Green,BNP,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,UKIP good,UKIP bad,UKIP net,Grn good,Grn bad,Grn net,Question,Con Best PM,Lab Best PM,LD Best PM,UKIP Best PM,,Govt good,Govt bad,Govt net,Question,Con,Lab,LD,UKIP,,,,
,Jul,27-28,27/7/14,,,YouGov,Sun,33.0,-2.0,39.0,3.0,8.0,0.0,-6.0,-5.0,Internet,,12.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,53.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,28-29,28/7/14,,,YouGov,Sun,34.0,1.0,35.0,-4.0,8.0,0.0,-1.0,5.0,Internet,,12.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,52.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,29-30,29/7/14,,,YouGov,Sun,35.0,1.0,37.0,2.0,8.0,0.0,-2.0,-2.0,Internet,,12.0,4.0,0.0,,,,,,,,,,,,,,,,,,,37,20,5,,,33.0,50.0,-17.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,29-1,29/7/14,3,,Opinium,Ob,32.0,2.0,35.0,1.0,7.0,-2.0,-3.0,1.0,Internet,,15.0,5.0,1.0,,,38.0,46.0,-8.0,24.0,48.0,-24.0,16.0,60.0,-44.0,32.0,38.0,-6.0,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Jul,30-31,30/7/14,,,YouGov,Sun,34.0,-1.0,38.0,1.0,8.0,0.0,-4.0,-2.0,Internet,,13.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,30-31,30/7/14,1,,Populus,,35.0,2.0,36.0,-1.0,8.0,-1.0,-1.0,3.0,Internet,,13.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,31-1,31/7/14,3,,YouGov,ST,35.0,1.0,38.0,0.0,7.0,-1.0,-3.0,1.0,Internet,,12.0,4.0,0.0,,,41.0,51.0,-10.0,24.0,65.0,-41.0,16.0,74.0,-58.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,32.0,52.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,1-3,1/8/14,4,,Lord Ashcroft,,30.0,-2.0,33.0,-1.0,8.0,-1.0,-3.0,-1.0,Phone,,18.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,1-3,1/8/14,4,,Populus,,35.0,0.0,37.0,1.0,9.0,1.0,-2.0,-1.0,Internet,,12.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,3-4,3/8/14,,,YouGov,Sun,34.0,-1.0,38.0,0.0,6.0,-1.0,-4.0,-1.0,Internet,,13.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,4-5,4/8/14,,,YouGov,Sun,33.0,-1.0,38.0,0.0,8.0,2.0,-5.0,-1.0,Internet,,12.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,5-6,5/8/14,,,YouGov,Sun,34.0,1.0,37.0,-1.0,9.0,1.0,-3.0,2.0,Internet,,12.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,52.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,6-7,6/8/14,8,,Populus,,36.0,1.0,35.0,-2.0,9.0,0.0,1.0,3.0,Internet,,11.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,6-7,6/8/14,,,YouGov,Sun,33.0,-1.0,38.0,1.0,7.0,-2.0,-5.0,-2.0,Internet,,12.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,54.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,7-8,7/8/14,10,,YouGov,ST,33.0,0.0,37.0,-1.0,8.0,1.0,-4.0,1.0,Internet,,13.0,4.0,0.0,,,41.0,51.0,-10.0,25.0,65.0,-40.0,17.0,74.0,-57.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,32.0,52.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,8-10,8/8/14,12,,ICM,Gu,31.0,-3.0,38.0,5.0,12.0,0.0,-7.0,-8.0,Phone,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,8-11,8/8/14,11,,Populus,,33.0,-3.0,37.0,2.0,9.0,0.0,-4.0,-5.0,Internet,,12.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,9-11,9/8/14,13,,MORI,ES,33.0,1.0,33.0,-2.0,7.0,-1.0,0.0,3.0,Phone,Certain to vote,13.0,7.0,0.0,,,38.0,54.0,-16.0,29.0,58.0,-29.0,26.0,64.0,-38.0,39.0,43.0,-4.0,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,37.0,55.0,-18.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Aug,10-11,10/8/14,,,YouGov,Sun,33.0,0.0,37.0,0.0,8.0,0.0,-4.0,0.0,Internet,,12.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,52.0,-19.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,11-12,11/8/14,,,YouGov,Sun,35.0,2.0,38.0,1.0,8.0,0.0,-3.0,1.0,Internet,,11.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,52.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,12-13,12/8/14,,,YouGov,Sun,34.0,-1.0,36.0,-2.0,10.0,2.0,-2.0,1.0,Internet,,12.0,4.0,0.0,,,,,,,,,,,,,,,,,,,34,20,5,,,30.0,54.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,12-15,12/8/14,17,,Opinium,Ob,28.0,-4.0,32.0,-3.0,10.0,3.0,-4.0,-1.0,Internet,,21.0,4.0,1.0,,,38.0,47.0,-9.0,26.0,46.0,-20.0,17.0,60.0,-43.0,38.0,36.0,2.0,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Aug,13-14,13/8/14,,,YouGov,Sun,35.0,1.0,35.0,-1.0,8.0,-2.0,0.0,2.0,Internet,,12.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,52.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,13-14,13/8/14,15,,Populus,,32.0,-1.0,35.0,-2.0,9.0,0.0,-3.0,1.0,Internet,,14.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,14-15,14/8/14,17,,YouGov,ST,34.0,-1.0,38.0,3.0,7.0,-1.0,-4.0,-4.0,Internet,,13.0,4.0,1.0,,,39.0,52.0,-13.0,22.0,66.0,-44.0,15.0,73.0,-58.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,30.0,54.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,15-17,15/8/14,18,,Populus,,32.0,0.0,37.0,2.0,9.0,0.0,-5.0,2.0,Internet,,14.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,17-18,17/8/14,,,YouGov,Sun,33.0,-1.0,38.0,0.0,8.0,1.0,-5.0,-1.0,Internet,,12.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,52.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,18-19,18/8/14,,,YouGov,Sun,36.0,3.0,37.0,-1.0,9.0,1.0,-1.0,4.0,Internet,,12.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,53.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,19-20,19/8/14,,,YouGov,Sun,34.0,-2.0,38.0,1.0,9.0,0.0,-4.0,-3.0,Internet,,11.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,52.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,20-21,20/8/14,,,YouGov,Sun,33.0,-1.0,38.0,0.0,8.0,-1.0,-5.0,-1.0,Internet,,12.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,20-21,20/8/14,22,,Populus,,33.0,1.0,39.0,2.0,9.0,0.0,-6.0,-1.0,Internet,,11.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,20-22,20/8/14,24,,ComRes,IoS/SM,32.0,1.0,34.0,0.0,8.0,-1.0,-2.0,1.0,Internet,,18.0,3.0,1.0,,,28.0,46.0,-18.0,18.0,52.0,-34.0,12.0,55.0,-43.0,23.0,44.0,-21.0,,,,... Whether you have a favourable or unfavourable view of ...,,,,,,,,,,,,,,,,,
,Aug,21-22,21/8/14,25,,YouGov,ST,34.0,1.0,36.0,-2.0,8.0,0.0,-2.0,4.0,Internet,,14.0,5.0,0.0,,,41.0,52.0,-11.0,24.0,64.0,-40.0,17.0,73.0,-56.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,22-25,22/5/14,26,,Populus,,32.0,-1.0,38.0,-1.0,8.0,-1.0,-6.0,0.0,Internet,,15.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,25-26,25/8/14,,,YouGov,Sun,33.0,-1.0,37.0,1.0,8.0,0.0,-4.0,-2.0,Internet,,13.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,52.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,26-27,26/8/14,,,YouGov,Sun,34.0,1.0,35.0,-2.0,7.0,-1.0,-1.0,3.0,Internet,,14.0,6.0,0.0,,,,,,,,,,,,,,,,,,,36,19,4,,,30.0,54.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,26-29,26/8/14,31,,Opinium,Ob,30.0,2.0,36.0,4.0,7.0,-3.0,-6.0,-2.0,Internet,,16.0,4.0,1.0,,,37.0,47.0,-10.0,26.0,47.0,-21.0,18.0,60.0,-42.0,34.0,36.0,-2.0,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Aug,27-28,27/8/14,29,,Populus,,35.0,3.0,34.0,-4.0,8.0,0.0,1.0,7.0,Internet,,13.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,27-28,27/8/14,,,YouGov,Sun,33.0,-1.0,36.0,1.0,7.0,0.0,-3.0,-2.0,Internet,,13.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,53.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,28-29,28/8/14,31,,YouGov,ST,32.0,-1.0,36.0,0.0,7.0,0.0,-4.0,-1.0,Internet,,16.0,4.0,0.0,,,40.0,52.0,-12.0,21.0,67.0,-46.0,14.0,75.0,-61.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,29-31,29/8/14,1,,Populus,,32.0,-3.0,36.0,2.0,9.0,1.0,-4.0,-5.0,Internet,,15.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,29-31,29/8/14,2,,ComRes,Ind,28.0,1.0,35.0,2.0,9.0,1.0,-7.0,-1.0,Phone,,17.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,31-1,31/8/14,,,YouGov,Sun,34.0,2.0,35.0,-1.0,7.0,0.0,-1.0,3.0,Internet,,14.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,53.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,1-2,1/9/14,,,YouGov,Sun,32.0,-2.0,35.0,0.0,8.0,1.0,-3.0,-2.0,Internet,,15.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,54.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,2-3,2/9/14,,,YouGov,Sun,33.0,1.0,36.0,1.0,7.0,-1.0,-3.0,0.0,Internet,,14.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,3-4,3/9/14,,,YouGov,Sun,32.0,-1.0,36.0,0.0,7.0,0.0,-4.0,-1.0,Internet,,16.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,56.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,3-4,3/9/14,5,,Populus,,32.0,0.0,38.0,2.0,8.0,-1.0,-6.0,-2.0,Internet,,14.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,4-5,4/9/14,7,,YouGov,ST,33.0,1.0,35.0,-1.0,7.0,0.0,-2.0,2.0,Internet,,15.0,4.0,0.0,,,42.0,51.0,-9.0,23.0,66.0,-43.0,17.0,73.0,-56.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,5-7,5/9/14,8,,Populus,,34.0,2.0,36.0,-2.0,9.0,1.0,-2.0,4.0,Internet,,12.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,5-7,5/9/14,8,,Lord Ashcroft,,28.0,-2.0,35.0,2.0,8.0,0.0,-7.0,-4.0,Phone,,18.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,6-9,6/9/14,12,,MORI,ES,34.0,1.0,33.0,0.0,7.0,0.0,1.0,1.0,Phone,Certain to vote,15.0,6.0,0.0,,,39.0,54.0,-15.0,29.0,58.0,-29.0,21.0,66.0,-45.0,39.0,44.0,-5.0,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,36.0,56.0,-20.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Sep,7-8,7/9/14,,,YouGov,Sun,31.0,-2.0,36.0,1.0,8.0,1.0,-5.0,-3.0,Internet,,16.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,8-9,8/9/14,,,YouGov,Sun,30.0,-1.0,36.0,0.0,8.0,0.0,-6.0,-1.0,Internet,,16.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,54.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,9-10,9/9/14,,,YouGov,Sun,32.0,2.0,38.0,2.0,6.0,-2.0,-6.0,0.0,Internet,,14.0,5.0,1.0,,,,,,,,,,,,,,,,,,,35,21,4,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,9-11,9/9/14,14,,Opinium,Ob,29.0,-1.0,37.0,1.0,7.0,0.0,-8.0,-2.0,Internet,,19.0,4.0,0.0,,,37.0,46.0,-9.0,25.0,47.0,-22.0,17.0,58.0,-41.0,35.0,36.0,-1.0,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Sep,10-11,10/9/14,,,YouGov,Sun,31.0,-1.0,35.0,-3.0,7.0,1.0,-4.0,2.0,Internet,,16.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,10-11,10/9/14,12,,Populus,,33.0,-1.0,37.0,1.0,9.0,0.0,-4.0,-2.0,Internet,,13.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,11-12,11/9/14,14,,YouGov,ST,32.0,1.0,35.0,0.0,7.0,0.0,-3.0,1.0,Internet,,15.0,6.0,1.0,,,38.0,54.0,-16.0,21.0,67.0,-46.0,17.0,74.0,-57.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,12,12/9/14,14,,Survation,MoS,31.0,,35.0,,8.0,,-4.0,,Internet,GB,19.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,12-14,12/9/14,15,,Lord Ashcroft,,33.0,5.0,33.0,-2.0,9.0,1.0,0.0,7.0,Phone,,14.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,12-14,12/9/14,15,,ICM,Gu,33.0,2.0,35.0,-3.0,10.0,-2.0,-2.0,5.0,Phone,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,12-14,12/9/14,15,,Populus,,34.0,1.0,35.0,-2.0,9.0,0.0,-1.0,3.0,Internet,,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,14-15,14/9/14,,,YouGov,Sun,31.0,-1.0,35.0,0.0,7.0,0.0,-4.0,-1.0,Internet,,15.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,56.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,15-16,15/9/14,,,YouGov,Sun,34.0,3.0,37.0,2.0,7.0,0.0,-3.0,1.0,Internet,,12.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,52.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,16-17,16/8/14,,,YouGov,Sun,33.0,-1.0,36.0,-1.0,8.0,1.0,-3.0,0.0,Internet,,13.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,17-18,17/9/14,,,YouGov,Sun,33.0,0.0,35.0,-1.0,8.0,0.0,-2.0,1.0,Internet,,14.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,17-18,17/9/14,19,,Populus,,32.0,-2.0,36.0,1.0,9.0,0.0,-4.0,-3.0,Internet,,15.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,18-19,18/9/14,21,,YouGov,ST,31.0,-2.0,36.0,1.0,7.0,-1.0,-5.0,-3.0,Internet,,16.0,5.0,0.0,,,39.0,55.0,-16.0,21.0,68.0,-47.0,16.0,75.0,-59.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,31.0,56.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,19-21,19/9/14,22,,Lord Ashcroft,,27.0,-6.0,33.0,0.0,9.0,0.0,-6.0,-6.0,Phone,,17.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,19-21,19/9/14,22,,Populus,,33.0,1.0,37.0,1.0,9.0,0.0,-4.0,0.0,Internet,,12.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,21-22,21/9/14,,,YouGov,Sun,33.0,2.0,35.0,-1.0,7.0,0.0,-2.0,3.0,Internet,,14.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,52.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,22-23,22/9/14,,,YouGov,Sun,31.0,-2.0,37.0,2.0,7.0,0.0,-6.0,-4.0,Internet,,15.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,23-24,23/9/14,,,YouGov,Sun,33.0,2.0,37.0,0.0,7.0,0.0,-4.0,2.0,Internet,,13.0,5.0,1.0,,,,,,,,,,,,,,,,,,,37,21,4,,,32.0,54.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,23-26,23/9/14,28,,Opinium,Ob,32.0,3.0,34.0,-3.0,7.0,0.0,-2.0,6.0,Internet,,17.0,4.0,1.0,,,39.0,45.0,-6.0,28.0,46.0,-18.0,18.0,59.0,-41.0,34.0,39.0,-5.0,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Sep,24-25,24/9/14,,,YouGov,Sun,31.0,-2.0,37.0,0.0,7.0,0.0,-6.0,-2.0,Internet,,13.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,56.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,24-25,24/9/14,26,,Populus,,33.0,0.0,37.0,0.0,9.0,0.0,-4.0,0.0,Internet,,13.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,24-26,24/9/14,28,,ComRes,IoS/SM,29.0,-3.0,35.0,1.0,7.0,-1.0,-6.0,-4.0,Internet,,19.0,4.0,0.0,,,25.0,48.0,-23.0,19.0,49.0,-30.0,,,,26.0,44.0,-18.0,,,,... Whether you have a favourable or unfavourable view of ...,,,,,,,,,,,,,,,,,
,Sep,25-26,25/9/14,28,,YouGov,ST,31.0,0.0,36.0,-1.0,6.0,-1.0,-5.0,1.0,Internet,,15.0,6.0,0.0,,,41.0,53.0,-12.0,24.0,67.0,-43.0,16.0,75.0,-59.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,31.0,56.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,26-28,26/9/14,29,,Lord Ashcroft,,32.0,5.0,32.0,-1.0,8.0,-1.0,0.0,6.0,Phone,,17.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,26-28,26/9/14,1,,ComRes,Ind,29.0,1.0,35.0,0.0,10.0,1.0,-6.0,1.0,Phone,,15.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,26-28,26/8/14,29,,Populus,,34.0,1.0,36.0,-1.0,7.0,-2.0,-2.0,2.0,Internet,,14.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,28-29,28/9/14,,,YouGov,Sun,31.0,0.0,36.0,0.0,7.0,1.0,-5.0,0.0,Internet,,16.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,29-30,29/9/14,,,YouGov,Sun,31.0,0.0,36.0,0.0,7.0,0.0,-5.0,0.0,Internet,,15.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,30-1,30/9/14,,,YouGov,Sun,31.0,0.0,38.0,2.0,7.0,0.0,-7.0,-2.0,Internet,,15.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,54.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,1-2,1/10/14,3,,Populus,,33.0,-1.0,38.0,2.0,8.0,1.0,-5.0,-3.0,Internet,,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,1-2,1/10/14,,,YouGov,Sun,35.0,4.0,34.0,-4.0,6.0,-1.0,1.0,8.0,Internet,,14.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,34.0,53.0,-19.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,2-3,2/10/14,5,,YouGov,ST,36.0,1.0,34.0,0.0,7.0,1.0,2.0,1.0,Internet,,13.0,5.0,0.0,,,45.0,49.0,-4.0,22.0,68.0,-46.0,16.0,74.0,-58.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,34.0,52.0,-18.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,3-5,3/10/14,6,,Lord Ashcroft,,32.0,0.0,30.0,-2.0,7.0,-1.0,2.0,2.0,Phone,,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,3-5,3/10/14,6,,Populus,,31.0,-2.0,37.0,-1.0,8.0,0.0,-6.0,-1.0,Internet,,15.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,3-5,3/10/14,,,ICM,Gu,,,,,,,,,,,,,,,,39.0,46.0,-7.0,20.0,55.0,-35.0,17.0,59.0,-42.0,36.0,37.0,-1.0,,,,From what you have seen or heard do you think ... Is doing a good job or a bad job?,,,,,,33.0,49.0,-16.0,From what you have seen or heard do you think ... Is doing a good job or a bad job?,,,,,,,,
,Oct,5-6,5/10/14,,,YouGov,Sun,35.0,-1.0,33.0,-1.0,8.0,1.0,2.0,0.0,Internet,,13.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,54.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,6-7,6/10/14,,,YouGov,Sun,32.0,-3.0,34.0,1.0,8.0,0.0,-2.0,-4.0,Internet,,15.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,56.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,7-8,7/10/14,,,YouGov,Sun,33.0,1.0,34.0,0.0,7.0,-1.0,-1.0,1.0,Internet,,14.0,6.0,0.0,,,,,,,,,,,,,,,,,,,37,18,5,,,32.0,55.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,7-10,7/10/14,12,,Opinium,Ob,28.0,-4.0,35.0,1.0,9.0,2.0,-7.0,-5.0,Internet,,17.0,4.0,1.0,,,39.0,45.0,-6.0,24.0,50.0,-26.0,18.0,60.0,-42.0,36.0,36.0,0.0,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Oct,8-9,8/10/14,10,,Populus,,34.0,3.0,35.0,-2.0,9.0,1.0,-1.0,5.0,Internet,,13.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,8-9,8/10/14,,,YouGov,Sun,30.0,-3.0,35.0,1.0,9.0,2.0,-5.0,-4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,55.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,8-9,8/10/14,,,Lord Ashcroft,,31.0,,34.0,,8.0,,-3.0,,Internet,,18.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,8-9,8/10/14,12,,ICM,STel,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,32,15,15,What % share do you think party would win...,,,
