Year,Month,Fieldwork,,Published,,Polling,Publisher,Con,,Lab,,LD,,Green,,BXP,,Con lead,,,,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,BXP good,BXP bad,BXP net,Grn good,Grn bad,Grn net,Question,Con Best PM,Lab Best PM,LD Best PM,BXP Best PM,Question,Govt good,Govt bad,Govt net,Question,,,,,,,
2019,Dec,13-14,13/12/19,17,,YouGov,,,,,,,,,,,,,,Internet,,,,41.0,52.0,-11.0,21.0,71.0,-50.0,19.0,63.0,-44.0,27.0,63.0,-36.0,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
