Fulham West,,,,,,,,,,,,,,,
4/6/38,,,,,,,,,,,,,,,
,27 May-1 Jun,2-Jun,Lord Ashcroft,42,20,6,,27,,15.0,Con/UKIP,Phone,,,
Survation,2-3 Jun,5-Jun,,42,22,4,,27,,15.0,Con/UKIP,Phone,,,
,,By-election result,,45,18,3,3,26,,19.0,Con/UKIP,,,,
,,,,,,,,,,,,,,,
Clacton,,,,Con,Lab,LD,Green,UKIP,BNP,,,,,,
10/9/14,,General election result 10,,53,25,13,1,,5,28.0,,,,,
Survation,28-29 Aug,31-Aug,Mail on Sunday,20,13,2,1,64,,44.0,UKIP/Con,Phone,,,
,29-1 Sep,2-Sep,Lord Ashcroft,24,16,2,,56,,32.0,UKIP/Con,Phone,,,
,,By-election result,,25,11,1,2,60,,35.0,UKIP/Con,,,,
,,,,,,,,,,,,,,,
Heywood and Middleton,,,,Con,Lab,LD,Green,UKIP,BNP,,,,,,
10/9/14,,General election result 10,,27,40,23,,3,7,-13.0,,,,,
Survation,30-Sep,3-Oct,The Sun,13,50,4,3,31,,-19.0,Lab/UKIP,Phone,,,
,30-4 Oct,6-Oct,Lord Ashcroft,16,47,5,4,28,,-19.0,Lab/UKIP,Phone,,,
,,By-election result,,12,41,5,3,39,,-2.0,Lab/UKIP,,,,
,,,,,,,,,,,,,,,
Rochester and Strood,,,,Con,Lab,LD,Green,UKIP,English Dems,,,,,,
11/20/14,,General election result 10,,49,29,16,2,,5,20.0,,,,,
Survation,1-3 Oct,5-Oct,Mail on Sunday,31,25,2,,40,,9.0,UKIP/Con,Phone,,,
ComRes,17-21 Oct,22-Oct,UKIP,30,21,3,3,43,,13.0,UKIP/Con,Phone,,,
Survation,27-28 Oct,31-Oct,Unite,33,16,1,2,48,,15.0,UKIP/Con,Phone,,,
,7-10 Nov,11-Nov,Lord Ashcroft,32,17,2,,44,,12.0,UKIP/Con,Phone,,,
,,By-election result,,35,17,1,4,42,,7.0,UKIP/Con,,,,
,,,,,,,,,,,,,,,
Richmond Park,,,,Con / Ind,Lab,LD,Green,UKIP,,,,,,,
12/1/16,,General election result 15,,58,12,19,6,4,,39.0,,,,,
BMG,26-27 Oct,29-Oct,Evening Standard,56,10,29,,,,27.0,,Phone,,,
,,By-election result,,45,4,50,,,,5.0,LD/Con,,,,
,,,,,,,,,,,,,,,
Stoke-on-Trent Central,,,,,,,,,,,,,,,
,,,,,,,,,,,,"Labour Leave ""poll"" wasn't a real poll: http://ukpollingreport.co.uk/blog/archives/9799 and https://twitter.com/MSmithsonPB/status/824160353856684033",,,
,,,,,,,,,,,,,,,
Brecon and Radnorshire,,,,Con,Lab,LD,Plaid,Ukip,Brexit Party,,,,,,
8/1/19,,General election result 17,,49,18,29,3,1,,20.0,Con/LD,,,,
Number Cruncher Politics,10-18 Jul,20-Jul,,28,8,43,,1,20,-15.0,LD/Con,Internet,,,
,,By-election result,,39,5,43,,1,10,-4.0,LD/Con,,,,
