Year,Month,Fieldwork,,Published,,Polling,Publisher,Con,,Lab,,LD,,UKIP,,Green,,TIG/CUK,,BXP,,Con lead,,,,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,UKIP good,UKIP bad,UKIP net,Grn good,Grn bad,Grn net,CUK good,CUK bad,CUK net,BXP good,BXP bad,BXP net,Question,Con Best PM,Lab Best PM,LD Best PM,BXP Best PM,Question,Govt good,Govt bad,Govt net,Question,,,,,,,
,Jan,30-1,30/1/19,3,,Opinium,Ob,41.0,4.0,34.0,-6.0,8.0,1.0,7.0,0.0,4.0,0.0,,,,,7.0,10.0,Internet,,,,31.0,48.0,-17.0,22.0,54.0,-32.0,17.0,31.0,-14.0,9.0,39.0,-30.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,32.0,20.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Feb,1-5,1/2/19,7,,Ipsos MORI,ES,38.0,0.0,38.0,0.0,10.0,1.0,4.0,0.0,3.0,-2.0,,,,,0.0,0.0,Phone,,,,33.0,58.0,-25.0,17.0,72.0,-55.0,24.0,41.0,-17.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,22.0,71.0,-49.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Feb,2-7,2/2/19,12,,YouGov,,39.0,,34.0,,11.0,,5.0,,4.0,,,,,,5.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,3-4,3/2/19,7,,YouGov,,41.0,2.0,34.0,0.0,10.0,-1.0,4.0,2.0,4.0,0.0,,,,,7.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,19.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Feb,4-8,4/2/19,18,,BMG,Ind,38.0,3.0,35.0,-1.0,13.0,0.0,5.0,-1.0,5.0,0.0,,,,,3.0,3.0,Internet,,,,32.0,56.0,-24.0,23.0,59.0,-36.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,29.0,22.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Feb,7-11,7/2/19,12,,Kantar TNS,,40.0,5.0,35.0,-3.0,10.0,1.0,3.0,-3.0,4.0,0.0,,,,,5.0,8.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,8-11,8/2/19,19,,Deltapoll,,,,,,,,,,,,,,,,,,,,,,35.0,56.0,-21.0,30.0,58.0,-28.0,25.0,46.0,-21.0,,,,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,,,
,Feb,13-15,13/2/19,17,,Opinium,Ob,37.0,-4.0,37.0,3.0,8.0,0.0,7.0,0.0,4.0,0.0,,,,,0.0,-7.0,Internet,,,,28.0,49.0,-21.0,25.0,52.0,-27.0,18.0,31.0,-13.0,10.0,39.0,-29.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,30.0,22.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Feb,18,18/2/19,19,,Survation,DM,40.0,2.0,36.0,-3.0,10.0,1.0,5.0,1.0,2.0,0.0,,,,,4.0,5.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,48.0,29.0,,,Who would you prefer as PM?,,,,,,,,,,,
,Feb,18-19,18/2/19,20,,YouGov,,41.0,0.0,33.0,-1.0,10.0,0.0,4.0,0.0,4.0,0.0,,,,,8.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,18-19,18/2/19,20,,YouGov,,38.0,,26.0,,7.0,,,,,,14.0,,,,12.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,19,19/2/19,19,,Sky,,32.0,,26.0,,9.0,,6.0,,4.0,,10.0,,,,6.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,20-22,20/2/19,24,,Opinium,Ob,40.0,3.0,32.0,-5.0,5.0,-3.0,7.0,0.0,4.0,0.0,6.0,,,,8.0,8.0,Internet,,,,31.0,49.0,-18.0,22.0,58.0,-36.0,18.0,34.0,-16.0,9.0,38.0,-29.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,34.0,20.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Feb,21-23,21/2/19,24,,Deltapoll,MoS,39.0,,31.0,,5.0,,4.0,,3.0,,11.0,,,,8.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,21-23,21/2/19,24,,Deltapoll,MoS,43.0,0.0,36.0,-4.0,6.0,0.0,6.0,1.0,3.0,1.0,,,,,7.0,4.0,Internet,,,,35.0,57.0,-22.0,26.0,64.0,-38.0,24.0,42.0,-18.0,,,,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,,,
,Feb,22-23,22/2/19,26,,YouGov,TT,41.0,0.0,30.0,-3.0,10.0,0.0,5.0,1.0,4.0,0.0,,,2.0,,11.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,16.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Feb,22-23,22/2/19,26,,YouGov,TT,36.0,-2.0,23.0,-3.0,6.0,-1.0,,,,,18.0,4.0,,,13.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,26-1,26/2/19,3,,Opinium,Ob,40.0,3.0,34.0,-3.0,9.0,1.0,7.0,0.0,3.0,-1.0,,,,,6.0,6.0,Internet,,,,30.0,51.0,-21.0,23.0,60.0,-37.0,20.0,30.0,-10.0,11.0,40.0,-29.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,33.0,18.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Feb,26-1,26/2/19,3,,Opinium,Ob,37.0,-3.0,33.0,1.0,7.0,2.0,7.0,0.0,4.0,0.0,5.0,-1.0,,,4.0,-4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,3-4,3/3/19,8,,YouGov,TT,40.0,-1.0,31.0,1.0,11.0,1.0,3.0,-2.0,4.0,0.0,,,3.0,1.0,9.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,4-5,4/3/19,6,,ComRes,Brexit Express,36.0,,34.0,,8.0,,6.0,,3.0,,8.0,,,,2.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,4-8,4/3/19,10,,BMG,Ind,39.0,1.0,34.0,-1.0,12.0,-1.0,5.0,0.0,4.0,-1.0,,,,,5.0,2.0,Internet,,,,29.0,59.0,-30.0,21.0,62.0,-41.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,28.0,20.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Mar,6-7,6/3/19,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,18.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Mar,7-11,7/3/19,12,,Kantar TNS,,41.0,1.0,31.0,-4.0,8.0,-2.0,6.0,3.0,6.0,2.0,,,,,10.0,5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,12-15,12/3/19,,,Opinium,,38.0,-2.0,34.0,0.0,8.0,-1.0,8.0,1.0,3.0,0.0,,,,,4.0,-2.0,Internet,,,,27.0,51.0,-24.0,20.0,58.0,-38.0,19.0,33.0,-14.0,9.0,40.0,-31.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,29.0,18.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Mar,12-15,12/3/19,,,Opinium,,35.0,-2.0,35.0,2.0,7.0,0.0,8.0,1.0,4.0,0.0,4.0,-1.0,,,0.0,-4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,14-15,14/3/19,17,,YouGov,TT,35.0,-5.0,31.0,0.0,12.0,1.0,6.0,3.0,4.0,0.0,,,4.0,1.0,4.0,-5.0,Internet,,,,26.0,66.0,-40.0,,,,,,,,,,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,,,,,,,,,,
,Mar,14-15,14/3/19,,,OnePoll,,29.0,,33.0,,9.0,,8.0,,6.0,,6.0,,6.0,,-4.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,15,15/3/19,16,,Survation,DM,35.0,-5.0,39.0,3.0,10.0,0.0,,,,,,,,,-4.0,-8.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,15-17,15/3/19,18,,ComRes,DT,34.0,-2.0,35.0,1.0,8.0,0.0,6.0,0.0,3.0,0.0,7.0,-1.0,,,-1.0,-3.0,Internet,,,,27.0,44.0,-17.0,19.0,56.0,-37.0,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Mar,15-19,15/3/19,21,,Ipsos MORI,ES,38.0,0.0,34.0,-4.0,8.0,-2.0,7.0,3.0,4.0,1.0,2.0,,1.0,,4.0,4.0,Phone,,,,29.0,65.0,-36.0,20.0,70.0,-50.0,24.0,42.0,-18.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,11.0,86.0,-75.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Mar,20-21,20/3/19,22,,ComRes,DE,34.0,0.0,35.0,0.0,8.0,0.0,7.0,1.0,4.0,1.0,6.0,-1.0,,,-1.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,20-22,20/3/19,24,,Opinium,Ob,36.0,-2.0,35.0,1.0,7.0,-1.0,9.0,1.0,4.0,1.0,,,,,1.0,-3.0,Internet,,,,26.0,56.0,-30.0,21.0,60.0,-39.0,18.0,32.0,-14.0,11.0,41.0,-30.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,27.0,18.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Mar,22-24,22/3/19,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,26.0,65.0,-39.0,18.0,71.0,-53.0,18.0,48.0,-30.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Mar,22-24,22/3/19,26,,ComRes,Leave Means Leave,33.0,-1.0,33.0,-2.0,8.0,0.0,7.0,0.0,3.0,-1.0,9.0,3.0,,,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,24-25,24/3/19,27,,YouGov,TT,36.0,1.0,33.0,2.0,11.0,-1.0,4.0,-2.0,4.0,0.0,,,5.0,1.0,3.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,19.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Mar,28-30,28/3/19,31,,Deltapoll,MoS,32.0,-7.0,35.0,4.0,7.0,2.0,6.0,2.0,2.0,-1.0,9.0,-2.0,6.0,,-3.0,-11.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,28-30,28/3/19,31,,Deltapoll,MoS,36.0,-7.0,41.0,5.0,7.0,1.0,7.0,1.0,3.0,0.0,,,,,-5.0,-12.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,28-29,28/3/19,31,,Opinium,Ob,35.0,-1.0,35.0,0.0,9.0,2.0,9.0,0.0,5.0,1.0,,,,,0.0,-1.0,Internet,,,,24.0,55.0,-31.0,18.0,61.0,-43.0,18.0,33.0,-15.0,10.0,41.0,-31.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,25.0,18.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Apr,2-3,2/4/19,5,,YouGov,TT,32.0,-4.0,31.0,-2.0,12.0,1.0,7.0,3.0,4.0,0.0,,,5.0,0.0,1.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,20.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Apr,2-5,2/4/19,7,,BMG,Ind,35.0,-4.0,34.0,0.0,11.0,-1.0,6.0,1.0,5.0,1.0,,,,,1.0,-4.0,Internet,,,,22.0,68.0,-46.0,22.0,62.0,-40.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,21.0,19.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Apr,2-5,2/4/19,7,,BMG,Ind,29.0,,31.0,,8.0,,7.0,,4.0,,8.0,,6.0,,-2.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,3,3/4/19,,,Sky,,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,26.0,,,Who would you prefer to be PM?,,,,,,,,,,,
,Apr,4-8,4/4/19,10,,Kantar TNS,,32.0,-9.0,35.0,4.0,11.0,3.0,7.0,1.0,4.0,-2.0,,,,,-3.0,-13.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,5-7,5/4/19,9,,ComRes,DT,32.0,-1.0,32.0,-1.0,7.0,-1.0,9.0,2.0,3.0,0.0,9.0,0.0,,,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,5-8,5/4/19,8,,Hanbury,Politico,31.0,,40.0,,8.0,,8.0,,5.0,,,,,,-9.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,9-12,9/4/19,13,,Opinium,Ob,29.0,-6.0,36.0,1.0,8.0,-1.0,11.0,2.0,4.0,-1.0,,,,,-7.0,-7.0,Internet,,,,22.0,56.0,-34.0,22.0,55.0,-33.0,19.0,31.0,-12.0,12.0,37.0,-25.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,24.0,19.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Apr,10-11,10/4/19,13,,YouGov,TT,28.0,-4.0,32.0,1.0,11.0,-1.0,6.0,-1.0,5.0,1.0,3.0,,8.0,3.0,-4.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,19.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Apr,16,16/4/19,18,,ComRes,Brexit Express,23.0,-9.0,33.0,1.0,7.0,0.0,5.0,-4.0,3.0,0.0,9.0,0.0,14.0,,-10.0,-10.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,16-17,16/4/19,18,,YouGov,TT,29.0,1.0,30.0,-2.0,10.0,-1.0,4.0,-2.0,5.0,0.0,3.0,0.0,12.0,4.0,-1.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,16-17,16/4/19,21,,ORB,DT,27.0,,30.0,,8.0,,5.0,,4.0,,6.0,,14.0,,-3.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,17-18,17/4/19,24,,OnePoll,Sun,24.0,-5.0,32.0,-1.0,9.0,0.0,5.0,-3.0,5.0,-1.0,5.0,-1.0,13.0,7.0,-8.0,-4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,18-24,18/4/19,8,,Panelbase,ST,27.0,,36.0,,8.0,,5.0,,3.0,,4.0,,13.0,,-9.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,23-24,23/4/19,26,,YouGov,TT,27.0,-2.0,30.0,0.0,11.0,1.0,4.0,0.0,5.0,0.0,3.0,0.0,14.0,2.0,-3.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,21-23,21/4/19,28,,Opinium,Ob,26.0,-9.0,33.0,-2.0,6.0,-1.0,4.0,-4.0,4.0,0.0,4.0,0.0,17.0,,-7.0,-7.0,Internet,,,,23.0,57.0,-34.0,21.0,58.0,-37.0,17.0,34.0,-17.0,11.0,43.0,-32.0,,,,14.0,26.0,-12.0,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,24.0,20.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Apr,29-30,29/4/19,8,,YouGov,TT,29.0,2.0,29.0,-1.0,13.0,2.0,2.0,-2.0,5.0,0.0,3.0,0.0,15.0,1.0,0.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,3-7,3/5/19,9,,Opinium,People's Vote,25.0,-1.0,30.0,-3.0,11.0,5.0,4.0,0.0,5.0,1.0,2.0,-2.0,17.0,0.0,-5.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,7-10,7/5/19,16,,BMG,Ind,27.0,-2.0,30.0,-1.0,18.0,10.0,3.0,-4.0,6.0,2.0,3.0,-5.0,10.0,4.0,-3.0,-1.0,Internet,,,,22.0,70.0,-48.0,22.0,63.0,-41.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,20.0,20.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,May,8-9,8/5/19,13,,YouGov,,24.0,-5.0,24.0,-5.0,16.0,3.0,2.0,0.0,7.0,2.0,2.0,-1.0,18.0,3.0,0.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,8-17,8/5/19,19,,YouGov,Best for Britain/Hope not Hate,24.0,0.0,24.0,0.0,18.0,2.0,2.0,0.0,6.0,-1.0,2.0,0.0,18.0,0.0,0.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,8-10,8/5/19,12,,Opinium,Ob,22.0,-3.0,28.0,-2.0,11.0,0.0,4.0,0.0,6.0,1.0,4.0,2.0,21.0,4.0,-6.0,-1.0,Internet,,,,20.0,60.0,-40.0,19.0,61.0,-42.0,22.0,31.0,-9.0,11.0,43.0,-32.0,,,,14.0,24.0,-10.0,31.0,40.0,-9.0,To what extent do you approve or disapprove of the way X is handling his job as Y,19.0,18.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,May,9,9/5/19,12,,ComRes,Brexit Express,19.0,-4.0,27.0,-6.0,14.0,7.0,3.0,-2.0,5.0,2.0,7.0,-2.0,20.0,6.0,-8.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,9-13,9/5/19,14,,Kantar TNS,,25.0,-7.0,34.0,-1.0,15.0,4.0,4.0,-3.0,3.0,-1.0,1.0,,10.0,,-9.0,-6.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,9-13,9/5/19,17,,Hanbury,Politico,21.0,-10.0,30.0,-10.0,13.0,5.0,2.0,-6.0,5.0,0.0,6.0,,19.0,,-9.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,10-12,10/5/19,15,,ComRes,DT,20.0,1.0,27.0,0.0,13.0,-1.0,4.0,1.0,4.0,-1.0,6.0,-1.0,20.0,0.0,-7.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,10-14,10/5/19,16,,Ipsos MORI,ES,25.0,-13.0,27.0,-7.0,15.0,7.0,3.0,-4.0,7.0,3.0,2.0,0.0,16.0,15.0,-2.0,-6.0,Phone,,,,26.0,69.0,-43.0,20.0,73.0,-53.0,32.0,37.0,-5.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,10.0,84.0,-74.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,May,13-14,13/5/19,17,,YouGov,TT,25.0,1.0,25.0,1.0,16.0,-2.0,2.0,0.0,7.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,14-15,14/5/19,16,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,21.0,70.0,-49.0,19.0,69.0,-50.0,23.0,41.0,-18.0,3.0,26.0,-23.0,,,,10.0,21.0,-11.0,27.0,59.0,-32.0,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,May,14-16,14/5/19,19,,Opinium,Ob,22.0,0.0,29.0,1.0,11.0,0.0,2.0,-2.0,3.0,-3.0,3.0,-1.0,24.0,3.0,-7.0,-1.0,Internet,,,,18.0,64.0,-46.0,19.0,62.0,-43.0,22.0,34.0,-12.0,10.0,45.0,-35.0,,,,12.0,31.0,-19.0,34.0,39.0,-5.0,To what extent do you approve or disapprove of the way X is handling his job as Y,19.0,19.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,May,14-21,14/5/19,22,,Panelbase,ST,21.0,-6.0,31.0,-5.0,13.0,5.0,3.0,-2.0,5.0,2.0,4.0,0.0,19.0,6.0,-10.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,17,17/5/19,18,,Survation,DM,27.0,-8.0,32.0,-7.0,13.0,3.0,2.0,,3.0,,2.0,,13.0,,-5.0,-1.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,17-20,17/5/19,24,,Opinium,,22.0,0.0,26.0,-3.0,12.0,1.0,2.0,0.0,4.0,1.0,2.0,-1.0,25.0,1.0,-4.0,3.0,Internet,,,,20.0,62.0,-42.0,17.0,63.0,-46.0,25.0,32.0,-7.0,9.0,46.0,-37.0,,,,11.0,30.0,-19.0,33.0,41.0,-8.0,To what extent do you approve or disapprove of the way X is handling his job as Y,19.0,18.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,May ,18-21,18/5/19,23,,NCP,,27.0,,31.0,,15.0,,1.0,,4.0,,2.0,,14.0,,-4.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,22,22/5/19,23,,Survation,DM,28.0,1.0,33.0,1.0,13.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,12.0,-1.0,-5.0,0.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,28-29,28/5/19,31,,YouGov,TT,19.0,-6.0,19.0,-6.0,24.0,8.0,1.0,-1.0,8.0,1.0,1.0,-1.0,22.0,4.0,0.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,15.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,May,28-30,28/5/19,2,,Opinium,,17.0,-5.0,22.0,-4.0,16.0,4.0,1.0,-1.0,11.0,7.0,1.0,-1.0,26.0,1.0,-5.0,-1.0,Internet,,,,18.0,59.0,-41.0,16.0,64.0,-48.0,30.0,30.0,0.0,11.0,45.0,-34.0,,,,11.0,34.0,-23.0,39.0,37.0,2.0,To what extent do you approve or disapprove of the way X is handling his job as Y,15.0,15.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,May,29-30,29/5/19,2,,Deltapoll,MoS,20.0,-12.0,26.0,-9.0,16.0,9.0,1.0,-5.0,5.0,3.0,4.0,-5.0,24.0,18.0,-6.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,2-3,2/6/19,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,,,,16.0,71.0,-55.0,27.0,40.0,-13.0,3.0,32.0,-29.0,,,,,,,30.0,59.0,-29.0,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Jun ,4-7,4/6/19,9,,BMG,Ind,26.0,-1.0,27.0,-3.0,17.0,-1.0,1.0,-2.0,6.0,0.0,1.0,-2.0,18.0,8.0,-1.0,2.0,Internet,,,,26.0,63.0,-37.0,21.0,65.0,-44.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,18.0,18.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Jun ,5-6,4/6/19,7,,YouGov,TT,18.0,-1.0,20.0,1.0,20.0,-4.0,1.0,0.0,9.0,1.0,0.0,-1.0,26.0,4.0,-2.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,17.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jun ,7-9,7/6/19,12,,ComRes,DT,23.0,3.0,27.0,0.0,17.0,4.0,1.0,-3.0,5.0,1.0,1.0,-5.0,22.0,2.0,-4.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun ,9-10,9/6/19,14,,YouGov,TT,17.0,-1.0,19.0,-1.0,22.0,2.0,0.0,-1.0,8.0,-1.0,1.0,1.0,26.0,0.0,-2.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun ,13-14,13/6/19,16,,YouGov,ST,21.0,4.0,21.0,2.0,19.0,-3.0,0.0,0.0,9.0,1.0,0.0,-1.0,24.0,-2.0,0.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun ,18-19,18/6/19,21,,YouGov,TT,20.0,-1.0,20.0,-1.0,21.0,2.0,1.0,1.0,9.0,0.0,0.0,0.0,23.0,-1.0,0.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,19-20,19/6/19,23,,Opinium,Ob,20.0,3.0,26.0,4.0,16.0,0.0,2.0,1.0,6.0,-5.0,1.0,0.0,23.0,-3.0,-6.0,-1.0,Internet,,,,20.0,56.0,-36.0,18.0,63.0,-45.0,24.0,31.0,-7.0,7.0,46.0,-39.0,,,,10.0,35.0,-25.0,35.0,39.0,-4.0,To what extent do you approve or disapprove of the way X is handling his job as Y,17.0,18.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Jun,19-20,19/6/19,23,,Survation,DM,24.0,-4.0,26.0,-7.0,18.0,5.0,1.0,-2.0,6.0,3.0,1.0,-1.0,20.0,8.0,-2.0,3.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
