Year,Month,Fieldwork,,Published,,Polling,Publisher,Con,,Lab,,LD,,UKIP,,Green,,TIG/CUK,,BXP,,Con lead,,,,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,UKIP good,UKIP bad,UKIP net,Grn good,Grn bad,Grn net,CUK good,CUK bad,CUK net,BXP good,BXP bad,BXP net,Question,Con Best PM,Lab Best PM,LD Best PM,BXP Best PM,Question,Govt good,Govt bad,Govt net,Question,,,,,,,
,Jan,10-19,10/1/18,26,,ICM,,41.0,0.0,41.0,-1.0,7.0,0.0,4.0,-1.0,3.0,0.0,,,,,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,11-12,11/1/18,14,,Opinium,Ob,40.0,1.0,40.0,-1.0,6.0,-1.0,5.0,-1.0,3.0,1.0,,,,,0.0,2.0,Internet,,,,29.0,46.0,-17.0,31.0,41.0,-10.0,14.0,33.0,-19.0,5.0,40.0,-35.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,33.0,28.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Jan,12-14,12/1/18,16,,ICM,Gu,40.0,-1.0,41.0,0.0,7.0,0.0,4.0,0.0,3.0,0.0,,,,,-1.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,16-17,16/1/18,20,,YouGov,TT,41.0,1.0,42.0,1.0,7.0,-2.0,3.0,0.0,2.0,0.0,,,,,-1.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,31.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jan,16-19,16/1/18,,,Sky,,,,,,,,,,,,,,,,,,Internet,,,,33.0,60.0,-27.0,39.0,52.0,-13.0,21.0,44.0,-23.0,,,,,,,,,,,,,Are you satisfied or disatisfied with the performance of X as Y?,,,,,,,,,,,,,,,,
,Jan,19-23,19/1/18,26,,Ipsos MORI,ES,39.0,2.0,42.0,3.0,9.0,0.0,3.0,-1.0,2.0,-2.0,,,,,-3.0,-1.0,Phone,,,,38.0,55.0,-17.0,38.0,49.0,-11.0,25.0,37.0,-12.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,28.0,64.0,-36.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Jan,26-29,26/1/18,5,,Survation,,40.0,3.0,43.0,-2.0,8.0,2.0,3.0,-1.0,1.0,0.0,,,,,-3.0,5.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,28-29,28/1/18,2,,YouGov,TT,42.0,1.0,42.0,0.0,6.0,-1.0,2.0,-1.0,3.0,1.0,,,,,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,29.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jan,29-30,29/1/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,31.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jan,30-31,30/1/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,31.0,56.0,-25.0,37.0,49.0,-12.0,20.0,42.0,-22.0,19.0,38.0,-19.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Feb,2-4,2/2/18,6,,ICM,Gu,41.0,1.0,40.0,-1.0,8.0,1.0,4.0,0.0,3.0,0.0,,,,,1.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,5-6,5/2/18,8,,YouGov,TT,43.0,1.0,39.0,-3.0,8.0,2.0,3.0,1.0,3.0,0.0,,,,,4.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,29.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Feb,6-8,6/2/18,11,,Opinium,Ob,42.0,2.0,39.0,-1.0,7.0,1.0,5.0,0.0,2.0,-1.0,,,,,3.0,3.0,Internet,,,,34.0,45.0,-11.0,33.0,40.0,-7.0,15.0,33.0,-18.0,8.0,50.0,-42.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,34.0,28.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Feb,6-9,6/2/18,14,,BMG,Ind,40.0,0.0,40.0,-1.0,8.0,0.0,5.0,1.0,4.0,2.0,,,,,0.0,1.0,Internet,,,,33.0,51.0,-18.0,34.0,43.0,-9.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,28.0,27.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Feb,6-12,6/2/18,19,,Kantar TNS,,35.0,,40.0,,8.0,,4.0,,4.0,,,,,,-5.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,12-13,12/2/18,16,,YouGov,TT,40.0,-3.0,41.0,2.0,8.0,0.0,4.0,1.0,2.0,-1.0,,,,,-1.0,-5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,29.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Feb,14-16,14/2/18,,,Sky,,,,,,,,,,,,,,,,,,Internet,,,,36.0,58.0,-22.0,37.0,54.0,-17.0,20.0,45.0,-25.0,,,,,,,,,,,,,Are you satisfied or disatisfied with the performance of X as Y?,,,,,,,,,,,,,,,,
,Feb,16-19,16/2/18,21,,ICM,Gu,42.0,1.0,43.0,3.0,7.0,-1.0,3.0,-1.0,2.0,-1.0,,,,,-1.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,19-20,19/2/18,24,,YouGov,TT,40.0,0.0,42.0,1.0,8.0,0.0,4.0,0.0,2.0,0.0,,,,,-2.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,29.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Feb,26-27,26/2/18,2,,YouGov,TT,41.0,1.0,42.0,0.0,7.0,-1.0,3.0,-1.0,2.0,0.0,,,,,-1.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,30.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Feb,27-28,27/2/18,,,YouGov,Handelsblatt,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,52.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,
,Mar,2-4,2/3/18,6,,ICM,Gu,43.0,1.0,42.0,-1.0,7.0,0.0,2.0,-1.0,3.0,1.0,,,,,1.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,2-7,2/3/18,9,,Ipsos MORI,ES,43.0,4.0,42.0,0.0,6.0,-3.0,2.0,-1.0,2.0,0.0,,,,,1.0,4.0,Phone,,,,41.0,52.0,-11.0,37.0,52.0,-15.0,25.0,38.0,-13.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,30.0,62.0,-32.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Mar,5-6,5/3/18,7,,YouGov,TT,41.0,0.0,43.0,1.0,7.0,0.0,2.0,-1.0,2.0,0.0,,,,,-2.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,29.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Mar,7-8,7/3/18,,,Survation,GMB,37.0,-3.0,44.0,1.0,9.0,1.0,3.0,0.0,2.0,1.0,,,,,-7.0,-4.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,13-15,13/3/18,18,,Opinium,Ob,42.0,0.0,40.0,1.0,6.0,-1.0,4.0,-1.0,3.0,1.0,,,,,2.0,-1.0,Internet,,,,34.0,43.0,-9.0,32.0,42.0,-10.0,16.0,35.0,-19.0,7.0,41.0,-34.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,34.0,26.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Mar,13-16,13/3/18,,,BMG,Ind,38.0,-2.0,40.0,0.0,10.0,2.0,4.0,-1.0,3.0,-1.0,,,,,-2.0,-2.0,Internet,,,,37.0,50.0,-13.0,30.0,47.0,-17.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,32.0,28.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Mar,14-15,14/3/18,16,,YouGov,TT,42.0,1.0,39.0,-4.0,7.0,0.0,3.0,1.0,3.0,1.0,,,,,3.0,5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,16-18,16/3/18,20,,ICM,Gu,44.0,1.0,41.0,-1.0,8.0,1.0,1.0,-1.0,2.0,-1.0,,,,,3.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,16-23,16/3/18,,,Sky,,,,,,,,,,,,,,,,,,Internet,,,,41.0,58.0,-17.0,36.0,58.0,-22.0,19.0,47.0,-28.0,,,,,,,,,,,,,Are you satisfied or disatisfied with the performance of X as Y?,,,,,,,,,,,,,,,,
,Mar,18-19,18/3/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,36.0,51.0,-15.0,34.0,53.0,-19.0,19.0,42.0,-23.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Mar,23-25,23/3/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,38.0,52.0,-14.0,,,,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Mar,23-26,23/3/18,,,YouGov,Eurotrack,,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,48.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,
,Mar,26-27,26/3/18,29,,YouGov,TT,43.0,1.0,39.0,0.0,8.0,1.0,3.0,0.0,2.0,-1.0,,,,,4.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,27.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Mar,27-5,27/3/18,7,,NCP,,43.0,,38.0,,8.0,,3.0,,3.0,,,,,,5.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,4-5,4/4/18,7,,YouGov,TT,42.0,-1.0,41.0,2.0,7.0,-1.0,4.0,1.0,2.0,0.0,,,,,1.0,-3.0,Internet,,,,41.0,47.0,-6.0,31.0,56.0,-25.0,,,,,,,,,,,,,,,,Do you think X is doing well or badly as Y?,39.0,26.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Apr,4-6,4/4/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,37.0,50.0,-13.0,31.0,54.0,-23.0,20.0,43.0,-23.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,Apr,5-6,5/4/18,8,,Deltapoll,Ob,,,,,,,,,,,,,,,,,Internet,,,,42.0,48.0,-6.0,30.0,57.0,-27.0,20.0,49.0,-29.0,,,,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,,,
,Apr,6-8,6/4/18,20,,ICM,Gu,42.0,-2.0,41.0,0.0,7.0,-1.0,4.0,3.0,3.0,1.0,,,,,1.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,9-10,9/4/18,14,,YouGov,TT,40.0,-2.0,40.0,-1.0,9.0,2.0,4.0,0.0,2.0,0.0,,,,,0.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,26.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Apr,10-12,10/4/18,15,,Opinium,Ob,40.0,-2.0,40.0,0.0,7.0,1.0,5.0,1.0,2.0,-1.0,,,,,0.0,-2.0,Internet,,,,35.0,43.0,-8.0,29.0,48.0,-19.0,16.0,34.0,-18.0,8.0,39.0,-31.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,36.0,24.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Apr,11-12,11/4/18,15,,ComRes,SE,40.0,,41.0,,7.0,,4.0,,2.0,,,,,,-1.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,11-13,11/4/18,2,,BMG,Ind,39.0,1.0,38.0,-2.0,11.0,1.0,3.0,-1.0,4.0,1.0,,,,,1.0,3.0,Internet,,,,38.0,47.0,-9.0,32.0,48.0,-16.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,31.0,25.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Apr,14,14/4/18,15,,Survation,MoS,40.0,3.0,40.0,-4.0,9.0,0.0,3.0,0.0,1.0,-1.0,,,,,0.0,7.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,43.0,30.0,,,Which of the following party leaders do you think would make the best PM?,,,,,,,,,,,
,Apr,16-17,16/4/18,20,,YouGov,TT,43.0,3.0,38.0,-2.0,8.0,-1.0,3.0,-1.0,3.0,1.0,,,,,5.0,5.0,Internet,,,,38.0,52.0,-14.0,32.0,56.0,-24.0,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,39.0,25.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Apr,20-24,20/4/18,30,,Ipsos MORI,ES,41.0,-2.0,40.0,-2.0,10.0,4.0,2.0,0.0,2.0,0.0,,,,,1.0,0.0,Phone,,,,38.0,55.0,-17.0,32.0,59.0,-27.0,28.0,35.0,-7.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,30.0,63.0,-33.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Apr,24-25,24/4/18,1,,YouGov,TT,43.0,0.0,38.0,0.0,8.0,0.0,3.0,0.0,3.0,0.0,,,,,5.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,26.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Apr,27-29,27/4/18,1,,ICM,Gu,42.0,0.0,39.0,-2.0,8.0,1.0,4.0,0.0,3.0,0.0,,,,,3.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,27-29,27/4/18,1,,ComRes,DE,40.0,0.0,40.0,-1.0,9.0,2.0,5.0,1.0,3.0,1.0,,,,,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,30-1,30/4/18,2,,YouGov,TT,42.0,-1.0,38.0,0.0,7.0,-1.0,3.0,0.0,3.0,0.0,,,,,4.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,27.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,May,1-2,1/5/18,,,YouGov,,,,,,,,,,,,,,,,,,Internet,,,,34.0,55.0,-21.0,31.0,57.0,-26.0,20.0,42.0,-22.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,,,
,May,1-4,1/5/18,15,,BMG,Ind,39.0,0.0,39.0,1.0,10.0,-1.0,4.0,1.0,3.0,-1.0,,,,,0.0,1.0,Internet,,,,34.0,51.0,-17.0,31.0,48.0,-17.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,30.0,28.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,May,8-9,8/5/18,10,,YouGov,TT,43.0,1.0,38.0,0.0,9.0,2.0,2.0,-1.0,2.0,-1.0,,,,,5.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,25.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,May,8-10,8/5/18,11,,Survation,,41.0,1.0,40.0,0.0,8.0,-1.0,3.0,0.0,2.0,1.0,,,,,1.0,1.0,Internet,UK?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,11-13,11/5/18,15,,ICM,Gu,43.0,1.0,40.0,1.0,8.0,0.0,3.0,-1.0,3.0,0.0,,,,,3.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,13-14,13/5/18,18,,YouGov,TT,43.0,0.0,38.0,0.0,9.0,0.0,3.0,1.0,3.0,1.0,,,,,5.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,25.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,May,15-16,15/5/18,20,,Opinium,Ob,43.0,3.0,39.0,-1.0,6.0,-1.0,4.0,-1.0,3.0,1.0,,,,,4.0,4.0,Internet,,,,35.0,43.0,-8.0,29.0,47.0,-18.0,19.0,27.0,-8.0,8.0,35.0,-27.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,36.0,23.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,May,16-17,16/5/18,23,,ComRes,"We, The People",41.0,1.0,41.0,1.0,7.0,-2.0,3.0,-2.0,3.0,0.0,,,,,0.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,18-22,18/5/18,24,,Ipsos MORI,ES,40.0,-1.0,40.0,0.0,7.0,-3.0,2.0,0.0,5.0,3.0,,,,,0.0,-1.0,Phone,,,,37.0,56.0,-19.0,32.0,56.0,-24.0,28.0,33.0,-5.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,33.0,60.0,-27.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,May,20-21,20/5/18,22,,YouGov,TT,42.0,-1.0,38.0,0.0,9.0,0.0,2.0,-1.0,3.0,0.0,,,,,4.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,27.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,May,25-29,25/5/18,30,,ICM,Gu,43.0,0.0,40.0,0.0,8.0,0.0,3.0,0.0,2.0,-1.0,,,,,3.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,28-29,28/5/18,5,,YouGov,TT,42.0,0.0,39.0,1.0,9.0,0.0,3.0,1.0,2.0,-1.0,,,,,3.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,27.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,May,31-4,31/5/18,8,,Survation,,41.0,0.0,40.0,0.0,9.0,1.0,2.0,-1.0,2.0,0.0,,,,,1.0,0.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun ,4-5,4/6/18,8,,YouGov,TT,44.0,2.0,37.0,-2.0,8.0,-1.0,3.0,0.0,3.0,1.0,,,,,7.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,24.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jun ,5-7,5/6/18,10,,Opinium,Ob,42.0,-1.0,40.0,1.0,7.0,1.0,3.0,-1.0,2.0,-1.0,,,,,2.0,-2.0,Internet,,,,34.0,42.0,-8.0,31.0,44.0,-13.0,18.0,29.0,-11.0,9.0,35.0,-26.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,35.0,25.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Jun ,5-8,5/6/18,20,,BMG,Ind,38.0,-1.0,41.0,2.0,11.0,1.0,4.0,0.0,2.0,-1.0,,,,,-3.0,-3.0,Internet,,,,32.0,55.0,-23.0,31.0,49.0,-18.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,29.0,28.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Jun ,8-10,8/6/18,12,,ICM,Gu,42.0,-1.0,40.0,0.0,8.0,0.0,3.0,0.0,3.0,1.0,,,,,2.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun ,10-11,10/6/18,,,YouGov,Handelsblatt,,,,,,,,,,,,,,,,,Internet,,,,,,,28.0,58.0,-30.0,,,,,,,,,,,,,,,,,,,,,,23.0,49.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,
,Jun ,11-12,11/6/18,14,,YouGov,TT,42.0,-2.0,39.0,2.0,8.0,0.0,3.0,0.0,2.0,-1.0,,,,,3.0,-4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,24.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jun ,18-19,18/6/18,,,YouGov,TT,42.0,0.0,40.0,1.0,9.0,1.0,3.0,0.0,2.0,0.0,,,,,2.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,26.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jun ,19-20,19/6/18,21,,Survation,GMB,41.0,0.0,38.0,-2.0,7.0,-2.0,3.0,1.0,3.0,1.0,,,,,3.0,2.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun ,22-24,22/6/18,26,,ICM,Gu,41.0,-1.0,40.0,0.0,9.0,1.0,3.0,0.0,3.0,0.0,,,,,1.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun ,22-27,22/6/18,29,,Ipsos MORI,ES,41.0,1.0,38.0,-2.0,7.0,0.0,4.0,2.0,4.0,-1.0,,,,,3.0,3.0,Phone,,,,35.0,58.0,-23.0,31.0,57.0,-26.0,27.0,34.0,-7.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,30.0,63.0,-33.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Jun ,25-26,25/6/18,3,,YouGov,TT,42.0,0.0,37.0,-3.0,9.0,0.0,3.0,0.0,3.0,1.0,,,,,5.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,26.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jul,3-4,3/7/18,7,,YouGov,TT,41.0,-1.0,40.0,3.0,9.0,0.0,3.0,0.0,2.0,-1.0,,,,,1.0,-4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,25.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jul,3-5,3/7/18,8,,BMG,Ind,39.0,1.0,37.0,-4.0,10.0,-1.0,3.0,-1.0,4.0,2.0,,,,,2.0,5.0,Internet,,,,32.0,52.0,-20.0,28.0,48.0,-20.0,,,,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,31.0,25.0,,,"If you had to choose between the two, who would you prefer to see as the next Prime Minister? ",,,,,,,,,,,
,Jul,5-9,5/7/18,10,,Kantar TNS,,40.0,,38.0,,9.0,,3.0,,3.0,,,,,,2.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,6-9,6/7/18,11,,ICM,Gu,41.0,0.0,39.0,-1.0,9.0,0.0,4.0,1.0,3.0,0.0,,,,,2.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,7,7/7/18,7,,Survation,MoS,38.0,-3.0,40.0,2.0,10.0,3.0,3.0,0.0,2.0,-1.0,,,,,-2.0,-5.0,Internet,UK?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,8-9,8/7/18,10,,YouGov,TT,39.0,-2.0,39.0,-1.0,9.0,0.0,5.0,2.0,3.0,1.0,,,,,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,27.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jul,10-11,10/7/18,12,,YouGov,TT,37.0,-2.0,39.0,0.0,10.0,1.0,6.0,1.0,3.0,0.0,,,,,-2.0,-2.0,Internet,,,,25.0,62.0,-37.0,28.0,58.0,-30.0,23.0,43.0,-20.0,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,34.0,27.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jul,10-13,10/7/18,15,,Opinium,Ob,36.0,-6.0,40.0,0.0,8.0,1.0,8.0,5.0,3.0,1.0,,,,,-4.0,-6.0,Internet,,,,26.0,50.0,-24.0,31.0,43.0,-12.0,18.0,30.0,-12.0,11.0,34.0,-23.0,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,29.0,25.0,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,,,,
,Jul,12-14,12/7/18,15,,Deltapoll,SoS,37.0,,42.0,,7.0,,6.0,,3.0,,,,,,-5.0,,Internet,,,,30.0,62.0,-32.0,35.0,52.0,-17.0,21.0,47.0,-26.0,,,,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,,,
,Jul,16-17,16/7/18,18,,YouGov,TT,36.0,-1.0,41.0,2.0,9.0,-1.0,7.0,1.0,2.0,-1.0,,,,,-5.0,-3.0,Internet,,,,30.0,60.0,-30.0,31.0,58.0,-27.0,,,,,,,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,33.0,25.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
,Jul,19-20,19/7/18,23,,YouGov,ST,38.0,2.0,39.0,-2.0,9.0,0.0,6.0,-1.0,2.0,0.0,,,,,-1.0,4.0,Internet,,,,24.0,66.0,-42.0,27.0,59.0,-32.0,15.0,38.0,-23.0,,,,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,,,,,,,,,,
,Jul,20-22,20/7/18,25,,ICM,Gu,40.0,-1.0,41.0,2.0,8.0,-1.0,5.0,1.0,3.0,0.0,,,,,-1.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,20-23,20/7/18,,,Sky,,,,,,,,,,,,,,,,,,Internet,,,,24.0,74.0,-50.0,35.0,57.0,-22.0,17.0,46.0,-29.0,,,,,,,,,,,,,Are you satisfied or disatisfied with the performance of X as Y?,,,,,,,,,,,,,,,,
,Jul,20-24,20/7/18,27,,Ipsos MORI,ES,38.0,-3.0,38.0,0.0,10.0,3.0,6.0,2.0,3.0,-1.0,,,,,0.0,-3.0,Phone,,,,30.0,62.0,-32.0,28.0,58.0,-30.0,24.0,40.0,-16.0,,,,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,46.0,37.0,,,Who do you think would make the most capapble PM?,22.0,69.0,-47.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,
,Jul,22-23,22/7/18,27,,YouGov,TT,38.0,0.0,38.0,-1.0,10.0,1.0,6.0,0.0,3.0,1.0,,,,,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,26.0,,,Which of the following do you think would make the best PM?,,,,,,,,,,,
